movieId,title,avgVote,releaseYear,genres,plot
80,Before Sunset,7.300000,2004,Drama:Romance,"A chance reunion in Paris reignites a deep emotional connection between two former lovers, forcing them to confront their past choices and the lingering feelings that still bind them."
81,Nausicaä of the Valley of the Wind,7.900000,1984,Action:Adventure:Animation:Fantasy:Science Fiction,"In a post-apocalyptic world dominated by toxic jungles and giant insects, a brave young princess embarks on a quest to find harmony between humanity and nature, challenging the militaristic forces that threaten her valley."
82,Miami Vice,5.800000,2006,Action:Adventure:Crime:Thriller,"In a gritty battle against drug cartels in Miami, two undercover detectives must navigate a treacherous world of crime and corruption while grappling with their own moral dilemmas and dangerous pasts."
83,Open Water,5.300000,2003,Drama:Thriller,"Stranded in the vast ocean after a diving excursion goes wrong, a couple must confront their deepest fears and the harsh realities of survival as they battle the elements and their own deteriorating relationship."
85,Raiders of the Lost Ark,7.200000,1981,Action:Adventure,"A daring archaeologist embarks on a globe-trotting adventure to recover a religious artifact before it falls into the hands of a malevolent rival, facing perilous traps and ancient mysteries along the way."
87,Indiana Jones and the Temple of Doom,6.600000,1984,Action:Adventure,"In a perilous quest to rescue enslaved children from a sinister cult in 1930s India, an intrepid archaeologist battles treacherous traps and uncovers ancient secrets, all while racing against time in a gripping adventure filled with thrilling action."
88,Dirty Dancing,6.500000,1987,Drama:Music:Romance,"In a summer of passion and self-discovery, a young woman finds love and learns to dance at a luxurious resort, challenging societal norms and awakening her true self."
89,Indiana Jones and the Last Crusade,7.200000,1989,Action:Adventure,"In a thrilling quest to locate the fabled Holy Grail, an intrepid archaeologist teams up with his estranged father, battling ancient traps and a sinister group determined to harness the artifact's power."
90,Beverly Hills Cop,6.400000,1984,Action:Comedy:Crime,"A street-smart Detroit cop travels to Beverly Hills to solve the murder of his best friend, using his unconventional tactics and humor to navigate the wealthy elite while uncovering a dangerous drug ring."
93,Anatomy of a Murder,7.100000,1959,Crime:Drama:Mystery:Thriller,"In a riveting courtroom battle, a weary defense attorney unravels a complex web of deceit and motives surrounding a local murder, challenging the boundaries of justice and morality."
95,Armageddon,6.300000,1998,Action:Adventure:Science Fiction:Thriller,"As a colossal asteroid hurtles toward Earth, a team of roughneck oil drillers, trained to save the planet, must embark on a daring mission to land on the massive rock and detonate a bomb to prevent global catastrophe."
96,Beverly Hills Cop II,6.100000,1987,Action:Comedy:Crime,"In this high-octane sequel, a wisecracking Detroit cop returns to sunny Beverly Hills to tackle a series of audacious heists while navigating a web of crime and comedy, proving once again that laughter and justice go hand in hand."
97,TRON,6.700000,1982,Action:Adventure:Science Fiction,A computer programmer is transported into a digital world where he must navigate through a dangerous virtual landscape and battle malevolent programs to escape and return to reality.
98,Gladiator,7.300000,2000,Action:Adventure:Drama,"In ancient Rome, a betrayed general rises from slavery to challenge a corrupt emperor, leading to epic battles in the arena and a quest for vengeance that tests his honor and resolve."
99,All About My Mother,6.900000,1999,Comedy:Drama,"In a heartfelt journey of self-discovery and resilience, a nurse navigates the complexities of motherhood and friendship after her son's tragic death, finding solace among a vibrant community of women."
100,"Lock, Stock and Two Smoking Barrels",7.200000,1998,Comedy:Crime,"After a high-stakes card game goes awry, a group of inept friends finds themselves tangled in a web of crime and chaos, leading to a series of hilarious misadventures as they try to reclaim their stolen money."
101,Leon: The Professional,7.700000,1994,Crime:Drama:Thriller,"In a gritty 1990s New York, a solitary hitman reluctantly becomes the protector of a young girl seeking revenge against a ruthless drug lord who murdered her family, leading to a tense and emotional journey of redemption and connection."
103,Taxi Driver,7.200000,1976,Crime:Drama,"In the gritty underbelly of 1970s New York City, an alienated Vietnam War veteran descends into madness as he becomes increasingly fixated on saving a young prostitute from her grim circumstances."
104,Run Lola Run,7.100000,1998,Action:Drama:Thriller,"In a high-stakes race against time, a determined woman must navigate through a series of increasingly chaotic scenarios to secure the money her boyfriend desperately needs, illustrating how every decision can alter fate."
105,Back to the Future,7.400000,1985,Adventure:Comedy:Science Fiction:Family,"A teenager accidentally travels back to 1955 in a time machine and must ensure that his parents fall in love to prevent altering his own existence, all while navigating the quirky challenges of the past."
106,Predator,6.900000,1987,Action:Adventure:Science Fiction:Thriller,A group of elite commandos on a rescue mission in a Central American jungle becomes the prey of a futuristic alien hunter that stalks them with deadly precision.
107,Snatch,7.400000,2000,Crime:Thriller,"In a chaotic London underworld, a stolen diamond sets off a frenetic chain of events involving quirky characters, intense rivalries, and unexpected twists that leave everyone scrambling for survival and wealth."
108,Three Colors: Blue,8.100000,1993,Drama:Music:Mystery:Foreign,"In the wake of her husband's tragic death, a woman embarks on a journey of emotional liberation and self-discovery, grappling with profound loss and the haunting echoes of her past while striving to connect with the world through music."
109,Three Colors: White,7.400000,1994,Comedy:Drama:Mystery:Foreign,"After a messy divorce forces a Polish immigrant to reinvent himself in France, he embarks on a humorous yet poignant journey to reclaim his dignity and love amid the absurdities of life."
110,Three Colors: Red,8.300000,1994,Drama:Mystery:Romance,"In a captivating exploration of fate and connection, a young model unknowingly intertwines her life with a reclusive judge, leading to a profound examination of love and the intricate web of human relationships."
111,Scarface,7.500000,1983,Action:Adventure:Crime:Drama:Thriller,"In a gritty tale of ambition and betrayal, a Cuban refugee rises to power in the Miami drug trade, only to confront the violent consequences of his ruthless quest for wealth and respect."
113,"Spring, Summer, Fall, Winter... and Spring",7.200000,2003,Drama,"In a secluded Buddhist monastery, a boy’s journey through the cycles of life and the changing seasons reveals the profound lessons of love, loss, and the inexorable passage of time."
114,Pretty Woman,6.500000,1990,Comedy,"A wealthy businessman unexpectedly falls for a spirited escort during a chance encounter in Los Angeles, leading to a charming and transformative romantic adventure."
115,The Big Lebowski,7.400000,1998,Comedy:Crime,"In a quirky mix-up, a laid-back slacker becomes entangled in a bizarre kidnapping plot that leads him on a wild journey through the seedy underbelly of Los Angeles, all while searching for his stolen rug."
116,Match Point,6.900000,2005,Crime:Drama:Thriller:Romance,"Amidst the opulence of London's elite, a former tennis pro finds himself tangled in a web of love and betrayal as he navigates the dangerous consequences of a passionate affair that threatens to unravel his seemingly perfect life."
117,The Untouchables,7.100000,1987,Crime:Drama:History:Thriller,"In a gritty 1930s Chicago, a determined federal agent and his small band of misfits take on the infamous mobster Al Capone, risking everything to restore law and order to the city."
118,Charlie and the Chocolate Factory,6.000000,2005,Adventure:Comedy:Fantasy:Family,"In a whimsical adventure, a poor boy wins a golden ticket to explore a fantastical chocolate factory owned by an eccentric chocolatier, leading to magical encounters and valuable life lessons."
120,The Lord of the Rings: The Fellowship of the Ring,7.500000,2001,Action:Adventure:Fantasy,"In a quest to destroy a powerful ring that could bring about the end of Middle-earth, a diverse group of heroes embarks on a perilous journey, facing formidable enemies and testing the bonds of friendship along the way."
121,The Lord of the Rings: The Two Towers,7.500000,2002,Action:Adventure:Fantasy,"As dark forces gather to seize Middle-earth, a fractured fellowship embarks on separate yet perilous quests, battling malevolent foes and seeking hope in the face of overwhelming odds."
122,The Lord of the Rings: The Return of the King,7.600000,2003,Action:Adventure:Fantasy,"In a climactic battle for Middle-earth, a fellowship of unlikely heroes joins forces to confront the dark lord Sauron, seeking to destroy the One Ring and restore peace to their war-torn realm."
123,The Lord of the Rings,6.200000,1978,Adventure:Animation:Drama,"In a fantastical world, a fellowship embarks on a treacherous journey to destroy a powerful ring that could bring doom to their land, all while facing dark forces and discovering the strength of friendship and courage."
128,Princess Mononoke,7.900000,1997,Adventure:Animation:Fantasy,"In a mystical world where nature spirits clash with human industry, a young warrior embarks on a transformative journey to restore balance between the forest and civilization, discovering his own place in the struggle for peace."
129,Spirited Away,7.900000,2001,Adventure:Animation:Fantasy:Family,"A young girl finds herself trapped in a mystical and enchanting spirit world, where she must navigate challenges, make new friends, and discover her courage to save her parents and return home."
134,"O Brother, Where Art Thou?",7.000000,2000,Action:Adventure:Comedy:Musical,"Set in the Deep South during the Great Depression, three escaped convicts embark on a hilarious and chaotic journey to retrieve treasure, encountering quirky characters and lyrical escapades along the way."
136,Freaks,7.800000,1932,Drama:Horror:Thriller,"In a traveling circus, a group of outcast performers confronts societal prejudice and ultimately band together to seek justice against an ungrateful and deceitful strongman who exploits their differences for personal gain."
137,Groundhog Day,6.900000,1993,Comedy:Drama:Fantasy,"A cynical weatherman finds himself reliving the same day over and over again, leading him to discover the true meaning of life and love in a small town's quirky annual event."
138,Dracula,7.200000,1931,Horror,"In a chilling tale of seduction and terror, a mysterious count moves to England, preying on a young woman while unleashing a wave of supernatural horrors that threaten to consume her humanity and the lives of those around her."
140,Bad Education,7.100000,2004,Crime:Drama:Thriller:Romance,"In a high-stakes world of deception and betrayal, a charismatic educator becomes embroiled in a scandal that threatens to unravel his life and the lives of his students, forcing him to confront the moral dilemmas of ambition and love."
141,Donnie Darko,7.300000,2001,Drama:Mystery:Science Fiction:Thriller,"In a suburban town, a troubled teenager grapples with visions of a mysterious figure and time travel, leading him to uncover profound truths about fate, mental health, and the fabric of reality itself."
142,Brokeback Mountain,6.600000,2005,Drama:Romance,"In a poignant tale of forbidden love, two young cowboys forge an intense bond while grappling with societal expectations and personal struggles across the rugged landscapes of the American West."
143,All Quiet on the Western Front,7.700000,1930,Action:Drama:History:War,"Amid the turmoil of World War I, a group of young German soldiers grapples with the harrowing realities of trench warfare, forcing them to confront the stark difference between their romantic ideals of heroism and the brutal truth of battle."
144,Wings of Desire,7.500000,1987,Drama:Fantasy:Romance,"In a poetic blend of reality and the ethereal, an angel roams the streets of Berlin, observing the lives and struggles of mortals, until his profound desire for love and human experience leads him to risk his celestial existence."
145,Breaking the Waves,8.200000,1996,Drama:Romance:Indie,"In a deeply affecting tale of love and sacrifice, a devoutly religious woman undergoes profound personal transformation as she navigates the complexities of desire and faith while supporting the man she loves through a harrowing ordeal."
146,"Crouching Tiger, Hidden Dragon",6.700000,2000,Action:Adventure:Drama:Romance,"In a mythical 19th-century China, a legendary warrior and a young noblewoman embark on a quest to recover a stolen sword, where their journeys intertwine with love, betrayal, and the pursuit of honor."
147,The 400 Blows,7.700000,1959,Drama:Indie,"In 1950s Paris, a troubled young boy navigates the harsh realities of adolescence and his strained relationship with his parents, ultimately seeking freedom in a world that feels increasingly oppressive."
149,Akira,7.700000,1988,Animation,"In a post-apocalyptic Tokyo plagued by government corruption and psychic warfare, a teen biker must harness his own latent supernatural abilities to save his friend from a powerful military experiment gone wrong."
150,48 Hrs.,6.000000,1982,Action:Adventure:Comedy:Crime,"In this thrill-packed adventure, a tough cop teams up with a wisecracking convict for a wild 48-hour race against time to catch a dangerous criminal on the loose."
152,Star Trek: The Motion Picture,6.200000,1979,Adventure:Mystery:Science Fiction,"In a quest to uncover a mysterious extraterrestrial force threatening Earth, the reunited crew of the USS Enterprise must navigate ancient cosmic secrets and confront their own pasts as they embark on a thrilling adventure across the stars."
153,Lost in Translation,7.000000,2003,Drama,"In a bustling Tokyo, an aging actor and a lonely young woman find an unexpected connection as they navigate the loneliness and cultural dissonance of their lives far from home."
154,Star Trek II: The Wrath of Khan,7.100000,1982,Action:Adventure:Drama:Science Fiction:Thriller,"In a gripping battle against a vengeful foe from his past, a legendary starship captain must confront his own mortality while striving to protect his crew and uphold his ideals in the vast reaches of space."
155,The Dark Knight,7.800000,2008,Action:Crime:Drama:Thriller,"In a city plagued by crime, a relentless vigilante battles a chaotic mastermind, pushing the boundaries of morality in a high-stakes game for Gotham's soul."
157,Star Trek III: The Search for Spock,6.400000,1984,Action:Adventure:Science Fiction:Thriller,"In a daring mission that defies Starfleet orders, a group of loyal crew members embarks on a perilous journey to reclaim their fallen captain's essence and resurrect the legendary Spock, risking everything in a galaxy fraught with danger."
158,Knockin' On Heaven's Door,8.300000,1997,Comedy:Crime:Road Movie,"Two terminally ill friends embark on a comedic road trip to fulfill their final wishes, inadvertently getting entangled in a series of misadventures involving crime and existential musings along the way."
161,Ocean's Eleven,6.800000,2001,Crime:Thriller,"A group of skilled criminals devises an intricate plan to simultaneously rob three Las Vegas casinos, leading to a high-stakes game of wits against security and fellow thieves."
162,Edward Scissorhands,6.800000,1990,Comedy:Drama:Fantasy:Science Fiction:Romance:Family,"In a whimsical suburban town, an unfinished creation with scissors for hands navigates the complexities of love and acceptance while struggling to find his place among the townspeople."
163,Ocean's Twelve,6.300000,2004,Crime:Thriller,A master thief and his skilled team embark on a high-stakes adventure across Europe to pull off an elaborate heist while evading a relentless investigator and overcoming internal tensions.
164,Breakfast at Tiffany's,6.900000,1961,Comedy:Drama:Romance,"In a vibrant New York City, a young and eccentric socialite navigates the complexities of love and friendship while seeking her own identity amidst glamorous brunches and unexpected romance."
165,Back to the Future Part II,6.700000,1989,Action:Adventure:Comedy:Science Fiction:Family,"In a thrilling time-travel adventure, a teenager and his eccentric friend race through past, present, and future to prevent a disastrous chain of events that threatens their family's legacy."
166,La Boum,7.400000,1980,Comedy:Drama:Romance,"In a heartwarming tale of teenage love and self-discovery, a young girl navigates the trials of adolescence through a whirlwind of friendships, family dynamics, and the excitement of her first romance, all set against the vibrant backdrop of 1980s Paris."
167,K-PAX,6.800000,2001,Drama:Science Fiction,"A mysterious patient at a mental hospital claims to be from a distant planet, challenging the perceptions of reality and truth for both the staff and patients."
168,Star Trek IV: The Voyage Home,6.900000,1986,Adventure:Science Fiction,"In a race against time, a group of space-faring heroes travels back to 20th-century Earth to save the planet from an alien probe that threatens all life, relying on their wits and a stolen Klingon starship to navigate the past."
169,Predator 2,5.700000,1990,Action:Science Fiction:Thriller,"In a dystopian Los Angeles, a relentless cop must confront a technologically advanced alien hunter while battling rival drug cartels and the chaos of an urban jungle."
170,28 Days Later...,6.700000,2002,Horror:Science Fiction:Thriller,"After a viral outbreak turns most of the population into rage-fueled, zombie-like creatures, a small band of survivors must navigate a devastated London while grappling with the horrors of both the infected and their own humanity."
171,La Boum 2,7.600000,1982,Comedy,"In this charming sequel, a young girl's romantic escapades and the ups and downs of adolescence unfold against the backdrop of lively teen parties and unforgettable friendships, all while navigating the quirky challenges posed by her overprotective parents."
172,Star Trek V: The Final Frontier,5.600000,1989,Action:Adventure:Science Fiction:Thriller,"In a quest to find God at the center of the galaxy, the crew of the starship Enterprise confronts a rogue leader, challenging their faith and the very essence of exploration."
173,"20,000 Leagues Under the Sea",6.800000,1954,Adventure:Drama:Science Fiction,"In a thrilling underwater adventure, a determined professor, joined by a skilled team, embarks on a perilous voyage to hunt down a mysterious sea monster, only to discover it is a highly advanced submarine piloted by the enigmatic Captain Nemo, who challenges their perceptions of freedom and morality beneath the waves."
174,Star Trek VI: The Undiscovered Country,6.700000,1991,Action:Adventure:Science Fiction:Thriller,"As war looms between the Federation and the Klingon Empire, a group of Starfleet officers embarks on a perilous mission to uncover a conspiracy that could alter the course of intergalactic relations forever."
175,The Big Blue,7.600000,1988,Adventure:Drama:Romance,"In a breathtaking adventure beneath the waves, two rival free divers embark on a passionate yet tumultuous journey that tests the limits of love, ambition, and the depths of the ocean."
176,Saw,6.800000,2004,Crime:Horror:Mystery,"A group of strangers finds themselves trapped in a deadly maze orchestrated by a sadistic killer, forcing them to confront their darkest secrets and fight for their survival in a twisted game of moral choices."
177,The Fisher King,7.200000,1991,Comedy:Drama,"A washed-up radio host forms an unlikely bond with a homeless man who believes he is on a quest to find the Holy Grail, leading them both on a transformative journey of redemption and hope amidst the struggles of life in New York City."
178,Blown Away,5.300000,1994,Action:Thriller,"In a high-stakes game of cat and mouse, a skilled bomb technician must confront a vengeful ex-IRA operative determined to unleash chaos in the streets of Boston."
179,The Interpreter,6.100000,2005,Action,"A skilled interpreter becomes embroiled in a dangerous political conspiracy when she overhears a plot to assassinate a controversial African leader during a United Nations conference, forcing her to fight for her life while seeking justice."
180,Minority Report,6.500000,2002,Action:Mystery:Science Fiction:Thriller,"In a future where a specialized police unit can arrest criminals before they commit their crimes, an officer finds himself accused of a murder he has yet to commit, forcing him to uncover a conspiracy while evading capture."
182,The Good German,5.500000,2006,Crime:Drama:Mystery:Thriller:Romance,"In post-World War II Berlin, an American journalist becomes entwined in a web of deception and intrigue while searching for a missing woman, as he navigates the murky waters of love and betrayal in a city divided by secrets."
183,The Wizard,6.900000,1989,Comedy:Drama:Family:Road Movie,"A young boy, along with his estranged brother, embarks on a cross-country road trip filled with unexpected adventures and heartfelt moments as they strive to compete in a video game championship, ultimately forging a deeper bond along the way."
184,Jackie Brown,6.800000,1997,Action:Crime:Drama:Thriller,"A flight attendant gets caught in a dangerous game between criminals and law enforcement, forcing her to navigate betrayal and survival while planning her own clever escape."
185,A Clockwork Orange,7.200000,1971,Drama,"In a dystopian future, a cunning delinquent undergoes experimental aversive therapy to control his violent impulses, only to discover that true freedom comes from the ability to choose one's path, however dark."
186,Lucky Number Slevin,7.000000,2006,Crime:Drama:Mystery:Thriller,"In a case of mistaken identity, a man finds himself embroiled in a deadly conflict between two powerful crime bosses, leading him to unravel a complex web of deception and revenge in a race against time."
187,Sin City,7.000000,2005,Action:Crime:Thriller,"In a gritty, crime-ridden city where corruption reigns and morality is blurred, a series of interwoven tales unfold, revealing the darker sides of vengeance, love, and survival amidst a backdrop of brutal violence and seductive noir."
189,Sin City: A Dame to Kill For,6.900000,2014,Action:Crime:Drama:Thriller,"In a shadowy metropolis where vice reigns supreme, a hardened gambler navigates a treacherous web of betrayal and vengeance as he confronts a deadly femme fatale who will stop at nothing to get what she desires."
192,The Name of the Rose,7.000000,1986,Drama:Mystery:Thriller,"In a remote medieval abbey, a brilliant monk and his novice uncover a series of mysterious deaths, leading them into a web of intrigue and danger as they confront dark secrets hidden within the walls."
193,Star Trek: Generations,6.700000,1994,Action:Adventure:Science Fiction:Thriller,"In a gripping adventure through time and space, a beloved captain must join forces with a new crew to prevent a catastrophic event while confronting the legacy of his past."
194,Amélie,7.500000,2001,Comedy:Romance,"In a whimsical Paris, a shy waitress discovers her passion for spreading joy and kindness, embarking on a series of charming adventures that transform not only her life, but the lives of those around her."
196,Back to the Future Part III,6.700000,1990,Action:Adventure:Comedy:Science Fiction:Family,"In a thrilling mix of action, adventure, and humor, a time-traveling hero journeys to the Old West to rescue his friend and navigate the challenges of an unfamiliar era, all while racing against time before the DeLorean's fate is sealed."
197,Braveheart,7.300000,1995,Adventure,"In 13th-century Scotland, a fierce warrior unites his countrymen against English oppression while battling for freedom and the love of a noblewoman."
199,Star Trek: First Contact,6.900000,1996,Action:Adventure:Science Fiction:Thriller,"In a bold mission to prevent a malevolent alien race from altering humanity's past, a crew of starship explorers travels back in time to ensure that Earth's first contact with extraterrestrial life occurs as it was meant to."
200,Star Trek: Insurrection,6.400000,1998,Action:Adventure:Science Fiction:Thriller,"When the crew of a starship discovers a peaceful alien society threatened by the exploitative intentions of their own federation, they must choose between loyalty to their superiors and defending the innocent lives at stake."
201,Star Trek: Nemesis,6.500000,2002,Action:Adventure:Science Fiction:Thriller,"In a thrilling battle against an enigmatic foe, the crew of the starship Enterprise must confront their darkest secrets while racing to prevent a devastating attack that could alter the fate of the galaxy."
203,Mean Streets,7.600000,1973,Crime:Drama,"In the gritty underbelly of 1970s New York City, a young Italian-American finds himself torn between loyalty to his streetwise friends and the escalating violence that threatens to engulf their lives."
204,The Wages of Fear,9.000000,1953,Adventure:Drama:Thriller,"In a harrowing tale of desperation, four down-and-out men embark on a perilous journey through treacherous terrain to transport a volatile cargo of nitroglycerin, testing their courage and morality against the backdrop of ruthless landscapes and impending doom."
205,Hotel Rwanda,6.800000,2004,Drama:History:War,"In a harrowing true story set during the Rwandan genocide, a hotel manager risks everything to shelter and save the lives of hundreds of refugees amidst the chaos of civil war."
207,Dead Poets Society,7.400000,1989,Drama,"In a conservative all-boys prep school, an inspiring English teacher ignites a passion for poetry and self-expression in his students, leading them to embrace their individuality and stand up against societal expectations."
212,Arsenic and Old Lace,7.400000,1944,Comedy:Crime,"In a darkly humorous twist on family ties, a lovable yet delusional couple finds themselves baking more than just their famous elderberry wine, as their charming hospitality leads to a series of unexpected and deadly consequences."
213,North by Northwest,7.300000,1959,Thriller,A New York advertising executive finds himself embroiled in a dangerous game of mistaken identity and espionage as he is pursued across the country by ruthless agents trying to eliminate him.
214,Saw III,6.100000,2006,Crime:Horror:Thriller,"In a twisted game of survival, a determined doctor must race against time to save a victim while grappling with the horrifying legacy of a sadistic killer, all set against a backdrop of escalating violence and psychological torment."
215,Saw II,6.100000,2005,Horror,"A group of unsuspecting victims must navigate a deadly game set by a sadistic killer, where they face gruesome traps and psychological torment to uncover the truth behind their capture before time runs out."
217,Indiana Jones and the Kingdom of the Crystal Skull,5.600000,2008,Action:Adventure,"In a thrilling quest filled with danger and ancient mysteries, an adventurous archaeologist must outsmart a ruthless enemy to uncover the secrets of a powerful extraterrestrial artifact that could change the fate of humanity."
