personId,name,birthYear,deathYear
368,Reese Witherspoon,1976,
378,Jonathan Pryce,1947,
380,Robert De Niro,1943,
382,Bob Hoskins,1942,2014
383,Michael Palin,1943,
388,Jim Broadbent,1949,
400,Geraldine Chaplin,1944,
417,Ginnifer Goodwin,1978,
418,Robert Patrick,1958,
424,Dallas Roberts,1970,
426,Larry Bagby,1974,
427,Sandra Ellis Lafferty,1940,
429,Lucas Till,1990,
448,Hilary Swank,1974,
449,Jay Baruchel,1982,
450,Mike Colter,1976,
452,Margo Martindale,1951,
453,Riki Lindhome,1979,
454,Michael Peña,1976,
477,Julie Walters,1950,
478,Jamie Bell,1986,
480,Gary Lewis,1958,
488,Steven Spielberg,1946,
500,Tom Cruise,1962,
501,Dakota Fanning,1994,
502,Miranda Otto,1967,
504,Tim Robbins,1958,
514,Jack Nicholson,1937,
515,Glenn Close,1947,
516,Annette Bening,1958,
517,Pierce Brosnan,1953,
518,Danny DeVito,1944,
519,Martin Short,1950,
520,Sarah Jessica Parker,1965,
524,Natalie Portman,1981,
525,Christopher Nolan,1970,
526,Lukas Haas,1976,
529,Guy Pearce,1967,
530,Carrie-Anne Moss,1967,
532,Joe Pantoliano,1951,
537,Stephen Tobolowsky,1951,
539,Thomas Lennon,1970,
540,Callum Keith Rennie,1960,
559,Wally Pfister,1961,
564,Richard Linklater,1960,
569,Ethan Hawke,1970,
585,Rutger Hauer,1944,
586,Sean Young,1959,
587,Edward James Olmos,1947,
588,M. Emmet Walsh,1935,
593,Joanna Cassidy,1945,
613,Sumi Shimamoto,1954,
649,Vernon Dobtcheff,1934,
650,Karen Allen,1951,
652,Paul Freeman,1943,
655,John Rhys-Davies,1944,
658,Alfred Molina,1953,
659,Wolf Kahler,1940,
660,Anthony Higgins,1947,
675,Christian Ulmen,1975,
677,Moritz Bleibtreu,1971,
678,Martina Gedeck,1961,
681,Nina Hoss,1975,
684,Tom Schilling,1982,
692,Jennifer Ulrich,1984,
693,Roshan Seth,1942,
697,Michael Gwisdek,1942,
707,Dan Aykroyd,1952,
722,Jennifer Grey,1960,
728,Kelly Bishop,1944,
740,Julian Glover,1935,
742,Michael Byrne,1943,
776,Eddie Murphy,1961,
781,Paul Reiser,1957,
782,Steven Berkoff,1937,
783,Jonathan Banks,1947,
785,James Russo,1953,
819,Edward Norton,1969,
820,Edward Furlong,1977,
821,Beverly D'Angelo,1951,
822,Avery Brooks,1948,
824,Ethan Suplee,1976,
825,Stacy Keach,1941,
827,Elliott Gould,1938,
879,Billy Bob Thornton,1955,
880,Ben Affleck,1972,
882,Liv Tyler,1977,
883,Will Patton,1954,
884,Steve Buscemi,1957,
886,William Fichtner,1956,
887,Owen Wilson,1968,
920,Jürgen Prochnow,1941,
921,Brigitte Nielsen,1963,
923,Dean Stockwell,1936,
934,Russell Crowe,1964,
935,Connie Nielsen,1965,
937,Derek Jacobi,1938,
938,Djimon Hounsou,1964,
940,John Shrapnel,1942,
941,Tomas Arana,1955,
953,Cecilia Roth,1956,
954,Marisa Paredes,1946,
955,Penélope Cruz,1974,
973,Jason Flemyng,1966,
974,Dexter Fletcher,1966,
975,Nick Moran,1969,
976,Jason Statham,1967,
978,Steven Mackintosh,1967,
980,Vinnie Jones,1965,
982,Sting,1951,
994,Stephen Marcus,1962,
1003,Jean Reno,1948,
1010,Michael Badalucco,1954,
1017,Sonja Richter,1974,
1018,Nikolaj Lie Kaas,1973,
1019,Mads Mikkelsen,1965,
1032,Martin Scorsese,1942,
1036,Cybill Shepherd,1950,
1037,Harvey Keitel,1939,
1038,Jodie Foster,1962,
1044,Michael Chapman,1935,
1062,Christopher Lloyd,1938,
1063,Lea Thompson,1961,
1064,Crispin Glover,1964,
1065,Thomas F. Wilson,1959,
1081,Herbert Knaup,1956,
1086,Heino Ferch,1963,
1100,Arnold Schwarzenegger,1947,
1101,Carl Weathers,1948,
1108,Shane Black,1961,
1115,Stephen Graham,1973,
1116,Alan Ford,1935,
1118,Rade Šerbedžija,1946,
1120,Lennie James,1965,
1121,Benicio del Toro,1967,
1125,Ewen Bremner,1972,
1137,Juliette Binoche,1964,
1146,Julie Delpy,1969,
1158,Al Pacino,1940,
1159,Steven Bauer,1956,
1160,Michelle Pfeiffer,1958,
1164,F. Murray Abraham,1939,
1166,Harris Yulin,1937,
1173,Mark Margolis,1939,
1204,Julia Roberts,1967,
1205,Richard Gere,1949,
1210,Héctor Elizondo,1936,
1211,Larry Miller,1953,
1229,Jeff Bridges,1949,
1230,John Goodman,1952,
1231,Julianne Moore,1960,
1233,Philip Seymour Hoffman,1967,2014
1234,Tara Reid,1975,
1241,John Turturro,1957,
1243,Woody Allen,1935,
1244,Jonathan Rhys Meyers,1977,
1245,Scarlett Johansson,1984,
1246,Emily Mortimer,1971,
1247,Matthew Goode,1978,
1248,Brian Cox,1946,
1249,Penelope Wilton,1946,
1269,Kevin Costner,1955,
1271,Andy García,1956,
1276,Patricia Clarkson,1959,
1280,Don Harvey,1960,
1281,Freddie Highmore,1992,
1283,Helena Bonham Carter,1966,
1284,Noah Taylor,1969,
1285,AnnaSophia Robb,1993,
1291,Philip Wiegratz,1993,
1292,James Fox,1939,
1294,Missi Pyle,1972,
1327,Ian McKellen,1939,
1328,Sean Astin,1971,
1330,Dominic Monaghan,1976,
1331,Hugo Weaving,1960,
1333,Andy Serkis,1964,
1336,Jet Li,1963,
1337,Tony Leung Chiu-Wai,1962,
1339,Zhang Ziyi,1979,
1341,Donnie Yen,1963,
1352,Jean-Louis Trintignant,1930,
1366,Sala Baker,1976,
1369,Bernard Hill,1944,
1370,Brad Dourif,1950,
1371,David Wenham,1965,
1372,Karl Urban,1972,
1381,John Noble,1948,
1428,Mick Jagger,1943,
1430,Keith Richards,1943,
1461,George Clooney,1961,
1462,Tim Blake Nelson,1964,
1470,Wayne Duvall,1958,
1472,Ray McKinnon,1957,
1479,Frank Collison,1950,
1518,Frances O'Connor,1967,
1532,Bill Murray,1950,
1533,Andie MacDowell,1958,
1539,Rick Overton,1954,
1542,Willie Garson,1964,
1562,Iben Hjejle,1971,
1578,Holmes Osborne,1947,
1579,Maggie Gyllenhaal,1977,
1581,Mary McDonnell,1952,
1582,James Duval,1972,
1603,Daniel Giménez Cacho,1961,
1604,Lluís Homar,1957,
1610,Javier Cámara,1967,
1619,Chow Yun-Fat,1955,
1620,Michelle Yeoh,1962,
1622,Chang Chen,1976,
1639,Emily Watson,1967,
1640,Stellan Skarsgård,1951,
1642,Jean-Marc Barr,1960,
1643,Adrian Rawlins,1958,
1646,Udo Kier,1944,
1653,Jean-Pierre Léaud,1944,
1654,Claire Maurier,1929,
1665,Eddie Marsan,1968,
1666,Julie Christie,1941,
1670,Daniel Mays,1978,
1681,Tesshō Genda,1948,
1711,Mackenzie Crook,1971,
1712,Damian O'Hare,1977,
1733,Nick Nolte,1941,
1736,James Remar,1953,
1748,William Shatner,1931,
1749,Leonard Nimoy,1931,
1752,George Takei,1937,
1756,Stephen Collins,1947,
1771,Giovanni Ribisi,1974,
1772,Anna Faris,1976,
1796,Kirstie Alley,1951,
1812,Michelle Williams,1980,
1813,Anne Hathaway,1982,
1817,Linda Cardellini,1975,
1833,Jamie Sives,1973,
1834,Shirley Henderson,1965,
1844,Til Schweiger,1963,
1846,André Hennicke,1959,
1856,Ralph Herforth,1960,
1859,Christiane Paul,1974,
1874,Katja Riemann,1963,
1884,Steven Soderbergh,1963,
1892,Matt Damon,1970,
1893,Casey Affleck,1975,
1896,Don Cheadle,1964,
1902,Dianne Wiest,1948,
1903,Alan Arkin,1934,
1904,Anthony Michael Hall,1968,
1907,Kathy Baker,1950,
1909,Conchata Ferrell,1943,
1910,Caroline Aaron,1952,
1920,Winona Ryder,1971,
1922,Catherine Zeta-Jones,1969,
1923,Robbie Coltrane,1950,
1925,Vincent Cassel,1966,
1926,Eddie Izzard,1962,
1937,Mickey Rooney,1920,2014
1951,Elisabeth Shue,1963,
1954,Billy Zane,1966,
1957,Sophie Marceau,1966,
1958,Claude Brasseur,1936,
1972,Dominique Lavanant,1944,
1979,Kevin Spacey,1959,
1981,Alfre Woodard,1952,
1983,Vincent Laresca,1974,
1984,Kimberly Scott,1961,
1986,Peter Gerety,1940,
2034,Danny Boyle,1956,
2037,Cillian Murphy,1976,
2038,Naomie Harris,1976,
2039,Brendan Gleeson,1955,
2040,Christopher Eccleston,1964,
2047,Danny Glover,1946,
2048,Gary Busey,1944,
2049,Rubén Blades,1948,
2050,Noah Huntley,1974,
2051,María Conchita Alonso,1957,
2053,Bill Paxton,1955,
2055,Robert Davi,1951,
2076,David Warner,1941,
2109,Kim Cattrall,1956,
2115,Kurtwood Smith,1943,
2128,Leigh Whannell,1977,
2130,Cary Elwes,1962,
2133,Dina Meyer,1968,
2136,Michael Emerson,1954,
2137,Benito Martinez,1971,
2141,Ned Bellamy,1957,
2144,Tobin Bell,1942,
2154,Scott Bakula,1954,
2157,Robin Williams,1951,2014
2165,Rosanna Arquette,1959,
2171,Griffin Dunne,1955,
2173,Valentina Vargas,1964,
2176,Tommy Lee Jones,1946,
2178,Forest Whitaker,1961,
2192,Lambert Wilson,1958,
2197,Daniel Russo,1948,
2201,Max von Sydow,1929,
2202,Steve Harris,1965,
2203,Neal McDonough,1966,
2206,Samantha Morton,1977,
2207,Lois Smith,1930,
2219,Tobey Maguire,1975,
2220,Tony Curran,1969,
2221,Leland Orser,1960,
2222,Beau Bridges,1941,
2224,Christian Slater,1969,
2227,Nicole Kidman,1967,
2228,Sean Penn,1960,
2229,Catherine Keener,1959,
2230,Pam Grier,1949,
2231,Samuel L. Jackson,1948,
2232,Michael Keaton,1951,
2234,Michael Bowen,1953,
2244,Jesper Christensen,1948,
2247,George Harris,1949,
2256,Robert Clohessy,1958,
2282,Ben Kingsley,1943,
2283,Stanley Tucci,1960,
2294,Robert Rodriguez,1968,
2295,Mickey Rourke,1952,
2296,Clive Owen,1964,
2299,Josh Hartnett,1978,
2310,Bruno Ganz,1941,
2320,Julian Richings,1955,
2340,Barbara Auer,1959,
2343,Katharina Schüttler,1979,
2369,Michael Lonsdale,1931,
2372,Ron Perlman,1950,
2387,Patrick Stewart,1940,
2395,Whoopi Goldberg,1955,
2405,Audrey Tautou,1978,
2406,Mathieu Kassovitz,1967,
2408,Jamel Debbouze,1975,
2412,Isabelle Nanty,1962,
2413,Dominique Pinon,1955,
2415,Yolande Moreau,1953,
2440,Bill Nighy,1949,
2441,Tom Hollander,1967,
2449,Kevin McNally,1956,
2452,Vanessa Branch,1973,
2453,Mary Steenburgen,1953,
2454,Matt Clark,1936,
2461,Mel Gibson,1956,
2464,Angus Macfadyen,1963,
2467,James Cosmo,1948,
2478,Tommy Flanagan,1965,
2479,Rupert Vansittart,1958,
2482,David O'Hara,1965,
2505,James Cromwell,1940,
2506,Alice Krige,1954,
2517,Donna Murphy,1959,
2518,Gregg Henry,1952,
2524,Tom Hardy,1977,
2535,Vivica A. Fox,1964,
2536,Michael Parks,1940,
2541,Jun Kunimura,1955,
2547,Bruce Boxleitner,1950,
2598,Sophie Okonedo,1969,
2607,Fana Mokoena,1971,
2617,Cara Seymour,1964,
2628,Kiefer Sutherland,1966,
2632,Chris Rock,1965,
2639,Eva Marie Saint,1924,
2641,Martin Landau,1928,
2680,Donnie Wahlberg,1969,
2681,Erik Knudsen,1988,
2683,Glenn Plummer,1961,
2684,Emmanuelle Vaugier,1976,
2710,James Cameron,1954,
2712,Michael Biehn,1956,
2714,Lance Henriksen,1940,
2744,Carmen Maura,1945,
2759,Lola Dueñas,1971,
2778,Dennis Hopper,1936,2010
2831,Jerzy Trela,1942,
2838,Chloë Sevigny,1974,
2839,Brendan Sexton III,1980,
2876,Matt Dillon,1964,
2877,Ralph Macchio,1961,
2878,C. Thomas Howell,1966,
2879,Rob Lowe,1964,
2880,Emilio Estevez,1962,
2882,Diane Lane,1965,
2887,Tom Waits,1949,
2888,Will Smith,1968,
2949,Alexandre Desplat,1961,
2954,Jeffrey Wright,1965,
2955,Chris Cooper,1951,
2956,Amanda Peet,1972,
2957,Alexander Siddig,1965,
2959,Kayvan Novak,1978,
2960,Amr Waked,1973,
2962,Robert Foxworth,1941,
2963,Nicolas Cage,1964,
2975,Laurence Fishburne,1961,
2977,Jamey Sheridan,1951,
2978,Max Minghella,1985,
2983,Mark Strong,1963,
3026,Rob Reiner,1947,
3027,Stephen King,1947,
3035,Jerry O'Connell,1974,
3036,John Cusack,1966,
3037,Richard Dreyfuss,1947,
3041,Marshall Bell,1942,
3051,Toni Collette,1972,
3052,Rachel Griffiths,1968,
3053,Sophie Lee,1968,
3061,Ewan McGregor,1971,
3063,Tilda Swinton,1960,
3064,Peter Mullan,1959,
3070,Chris Haywood,1948,
3075,Rory McCann,1969,
3078,David Byrne,1952,
3085,James Caan,1940,
3087,Robert Duvall,1931,
3092,Diane Keaton,1946,
3094,Talia Shire,1946,
3127,Lili Taylor,1967,
3129,Tim Roth,1961,
3130,Jennifer Beals,1963,
3131,Antonio Banderas,1960,
3134,Tamlyn Tomita,1966,
3136,Salma Hayek,1966,
3138,Kathy Griffin,1960,
3141,Marisa Tomei,1964,
3186,Trent Reznor,1965,
3196,Juliette Lewis,1973,
3197,Tom Sizemore,1961,
3201,Pruitt Taylor Vince,1960,
3202,Edie McClurg,1951,
3204,Lanny Flaherty,1942,
3211,Dale Dye,1944,
3212,Evan Handler,1961,
3223,Robert Downey Jr.,1965,
3229,Arliss Howard,1954,
3230,Todd Louiso,1970,
3234,Joan Cusack,1962,
3265,Eli Wallach,1915,2014
3266,Joe Mantegna,1947,
3284,Bruce Springsteen,1949,
3291,Hugh Grant,1960,
3292,Nicholas Hoult,1989,
3293,Rachel Weisz,1970,
3300,Natalia Tena,1984,
3309,Augustus Prew,1987,
3317,Takeshi Kitano,1947,
3391,Kathleen Turner,1954,
3392,Michael Douglas,1944,
3397,Dejan Čukić,1966,
3398,Kim Bodnia,1965,
3402,Line Kruse,1975,
3416,Demi Moore,1962,
3417,Tony Goldwyn,1960,
3483,Antonio de la Torre,1968,
3489,Naomi Watts,1968,
3490,Adrien Brody,1973,
3491,Thomas Kretschmann,1962,
3492,Colin Hanks,1977,
3497,Kyle Chandler,1965,
3543,Jamie Foreman,1958,
3568,Patrick Godfrey,1933,
3623,Elena Anaya,1975,
3627,Paz Vega,1976,
3713,Frances Fisher,1952,
3757,Gottfried John,1942,
3769,Michael Ballhaus,1935,
3784,Michel Piccoli,1925,
3796,Michael Gough,1916,2011
3799,Billy Dee Williams,1937,
3801,Tracey Walter,1947,
3810,Javier Bardem,1969,
3840,Anna Maria Mühe,1985,
3841,Samuel Finzi,1966,
3872,Daniel Brühl,1978,
3894,Christian Bale,1974,
3895,Michael Caine,1933,
3896,Liam Neeson,1952,
3897,Katie Holmes,1978,
3899,Ken Watanabe,1959,
3900,Linus Roache,1964,
3901,Richard Brake,1964,
3902,Sara Stewart,1966,
3905,William H. Macy,1950,
3910,Frances McDormand,1957,
3911,John Carroll Lynch,1963,
3926,Albert Finney,1936,
3932,Julia Jentsch,1978,
3933,Stipe Erceg,1974,
3934,Burghart Klaußner,1949,
3939,Oliver Bröcker,1977,
3967,Kate Beckinsale,1973,
3968,Michael Sheen,1969,
3971,Sophia Myles,1980,
3972,Wentworth Miller,1972,
3978,S. Epatha Merkerson,1952,
3979,Castulo Guerra,1945,
3980,Danny Cooksey,1975,
3982,Xander Berkeley,1955,
4003,Christine Ebersole,1953,
4012,Spencer Treat Clark,1987,
4029,Bob Gunton,1945,
4030,Martin Klebba,1969,
4031,Greg Ellis,1968,
4038,Susan Sarandon,1946,
4090,Shirley MacLaine,1934,
4135,Robert Redford,1937,
4139,Tom Skerritt,1933,
4166,Isabelle Carré,1971,
4173,Anthony Hopkins,1937,
4175,Jeffrey Tambor,1944,
4177,Jake Weber,1964,
4238,Common,1972,
4239,Mos Def,1973,
4250,Michael Lerner,1941,
4251,John Mahoney,1940,
4252,Tony Shalhoub,1953,
4253,Jon Polito,1950,
4255,Richard Portnow,1947,
4273,Charlotte Gainsbourg,1971,
4274,Miou-Miou,1950,
4275,Alain Chabat,1958,
4288,Sacha Bourdo,1962,
4318,Victor McGuire,1964,
4390,Ludivine Sagnier,1979,
4391,Charles Dance,1946,
4430,Sharon Stone,1958,
4431,Jessica Lange,1949,
4432,Frances Conroy,1953,
4433,Alexis Dziena,1984,
4441,Pell James,1977,
4442,Ryan Donowho,1980,
4443,Christopher McDonald,1955,
4445,Chris Bauer,1966,
4451,Mark Webber,1980,
4452,Lisa Marie,1968,
4455,Ulrich Thomsen,1963,
4458,Paprika Steen,1964,
4460,Trine Dyrholm,1972,
4483,Dustin Hoffman,1937,
4491,Jennifer Aniston,1969,
4492,Philip Baker Hall,1931,
4494,Lisa Ann Walter,1963,
4495,Steve Carell,1962,
4496,Nora Dunn,1952,
4512,James Woods,1947,
4513,Elizabeth McGovern,1961,
4515,Treat Williams,1951,
4521,Burt Young,1940,
4529,Sylvie Testud,1971,
4533,Sibylle Canonica,1957,
4566,Alan Rickman,1946,
4570,Emily Hampshire,1981,
4581,Steve Coogan,1965,
4587,Halle Berry,1966,
4589,Benjamin Bratt,1963,
4602,Jon Tenney,1961,
4654,Jeremy Davies,1969,
4687,Patricia Arquette,1968,
4688,Michael Rapaport,1970,
4690,Christopher Walken,1943,
4691,James Gandolfini,1961,2013
4719,Ahmir-Khalib Thompson,1971,
4720,Kanye West,1977,
4721,Jill Scott,1972,
4724,Kevin Bacon,1958,
4726,Marcia Gay Harden,1959,
4730,Emmy Rossum,1986,
4734,Jenny O'Hara,1942,
4735,John Doman,1945,
4736,Cameron Bowen,1988,
4738,Connor Paolo,1990,
4753,Brian Bloom,1970,
4756,Matthew Broderick,1962,
4757,Rupert Everett,1959,
4764,John C. Reilly,1965,
4766,Melora Walters,1959,
4776,Michael Murphy,1938,
4783,Sam Neill,1947,
4784,Laura Dern,1967,
4785,Jeff Goldblum,1952,
4787,Joseph Mazzello,1983,
4795,Florian Lukas,1973,
4796,Alexander Beyer,1973,
4808,Giancarlo Esposito,1958,
4810,Rosie Perez,1964,
4812,Isaach De Bankolé,1957,
4818,Roberto Benigni,1952,
4819,Paolo Bonacelli,1939,
4886,Norman Reedus,1969,
4888,Lily Rabe,1982,
4920,Oliver Korittke,1968,
4922,Ralf Richter,1957,
4935,Pete Postlethwaite,1945,2011
4937,Vince Vaughn,1970,
4939,Téa Leoni,1966,
4941,Alessandro Nivola,1972,
4942,John Diehl,1950,
4992,Lombardo Boyar,1973,
5025,Vinessa Shaw,1976,
5048,Harry Dean Stanton,1926,
5049,John Hurt,1940,
5064,Meryl Streep,1949,
5079,Gilbert Melki,1958,
5081,Emily Blunt,1983,
5118,Sibel Kekilli,1980,
5129,Paul Reubens,1952,
5141,Heather Langenkamp,1964,
5149,Bonnie Hunt,1961,
5151,Beth Grant,1949,
5168,Gabriel Byrne,1950,
5170,Mike Starr,1950,
5176,Sam McMurray,1952,
5202,Kostja Ullmann,1984,
5203,Alicja Bachleda-Curuś,1983,
5208,Hanno Koffler,1980,
5214,Ludwig Blochberger,1982,
5216,Gus Van Sant,1952,
5241,Jost Vacano,1934,
5266,Rüdiger Vogler,1942,
5274,Patrick Bauchau,1938,
5292,Denzel Washington,1954,
5293,Willem Dafoe,1955,
5294,Chiwetel Ejiofor,1977,
5296,James Ransone,1979,
5309,Judi Dench,1934,
5313,Lena Olin,1955,
5346,Dan Futterman,1967,
5365,"Clifton Collins, Jr.",1970,
5367,Zach Braff,1975,
5370,Austin Lysy,1977,
5374,Jim Parsons,1973,
5375,Geoffrey Arend,1978,
5376,Jean Smart,1951,
5377,Ato Essandoh,1972,
5384,Method Man,1971,
5411,Sanaa Lathan,1971,
5414,Colin Salmon,1962,
5419,Saïd Taghmaoui,1973,
5441,Édouard Montoute,1970,
5442,Benoît Magimel,1974,
5443,Vincent Lindon,1959,
5444,Philippe Nahon,1938,
5445,Zinedine Soualem,1957,
5469,Ralph Fiennes,1962,
5470,Kristin Scott Thomas,1960,
5471,Naveen Andrews,1969,
5472,Colin Firth,1960,
5498,Adam Bousdoukos,1974,
5511,Nadja Uhl,1972,
5526,Georgie Henley,1995,
5527,Skandar Keynes,1991,
5528,William Moseley,1987,
5529,Anna Popplewell,1988,
5530,James McAvoy,1979,
5538,Ray Winstone,1957,
5539,Dawn French,1957,
5572,Joel Schumacher,1939,
5576,Val Kilmer,1959,
5578,Debi Mazar,1964,
5587,Hank Azaria,1964,
5588,Alicia Silverstone,1976,
5602,David Lynch,1946,
5606,Sissy Spacek,1949,
5644,Alexandra Maria Lara,1978,
5646,Justus von Dohnányi,1960,
5649,Christoph Maria Herbst,1966,
5657,Anjelica Huston,1951,
5658,Michael Gambon,1940,
5659,Seu Jorge,1970,
5661,Matthew Gray Gubler,1980,
5694,Robert Forster,1941,
5695,Sid Haig,1939,
5699,Patti LuPone,1949,
5713,Chris Wedge,1957,
5723,John Leguizamo,1964,
5724,Denis Leary,1957,
5725,Goran Višnjić,1972,
5726,Cedric the Entertainer,1964,
5727,Diedrich Bader,1966,
5823,Julie Andrews,1935,
5844,Detlev Buck,1962,
5847,David Kross,1990,
5887,Catalina Sandino Moreno,1981,
5892,David Hewlett,1968,
5915,Jaime King,1979,
5916,Rosario Dawson,1979,
5925,Joshua Peace,1965,
5953,Spike Jonze,1969,
5958,Hilary Duff,1987,
5960,Mary Kay Place,1947,
5999,Kati Outinen,1961,
6001,Björn Kjellman,1963,
6012,Daniel Auteuil,1950,
6015,Bernard Le Coq,1950,
6018,Daniel Duval,1944,2013
6020,Denis Podalydès,1963,
6065,Dennis Quaid,1954,
6066,Dash Mihok,1974,
6067,Jay O. Sanders,1953,
6069,Austin Nichols,1980,
6071,Sasha Roiz,1973,
6091,August Diehl,1976,
6104,Julian Sands,1958,
6105,Richard Lewis,1947,
6106,Steven Weber,1961,
6110,Graham Beckel,1949,
6120,Bodil Jørgensen,1961,
6122,Anne Louise Hassing,1967,
6123,Troels Lyby,1966,
6125,Henrik Prip,1960,
6161,Jennifer Connelly,1970,
6162,Paul Bettany,1971,
6164,Josh Lucas,1971,
6166,Jason Gray-Stanford,1970,
6167,Judd Hirsch,1935,
6172,Tanya Clarke,1972,
6181,Josh Pais,1964,
6193,Leonardo DiCaprio,1974,
6194,Claire Danes,1979,
6195,Harold Perrineau Jr.,1963,
6197,Brian Dennehy,1938,
6199,Miriam Margolyes,1941,
6200,Diane Venora,1952,
6212,Zak Orth,1970,
6217,Anupam Kher,1955,
6238,Juliet Stevenson,1956,
6279,Alexis Bledel,1981,
6280,Powers Boothe,1948,
6283,Michael Nyqvist,1960,
6304,Jean-François Stévenin,1944,
6346,Anne V. Coates,1925,
6352,Jane Fonda,1937,
6367,Daniel Brocklebank,1979,
6368,Embeth Davidtz,1965,
6383,Aaron Eckhart,1968,
6384,Keanu Reeves,1964,
6407,Marley Shelton,1974,
6408,Nick Stahl,1979,
6413,Danny Huston,1962,
6416,Polly Walker,1966,
6437,Ben Shenkman,1968,
6465,Grace Zabriskie,1941,
6473,Kelly Lynch,1959,
6474,James LeGros,1962,
6497,Naseeruddin Shah,1950,
6498,Lillete Dubey,1954,
6547,Pierre Boulanger,1987,
6554,Guillaume Gallienne,1972,
6573,William Sadler,1950,
6574,Clancy Brown,1959,
6575,Gil Bellows,1967,
6576,Mark Rolston,1956,
6588,Isabella Rossellini,1952,
6613,Minnie Driver,1970,
6614,Cole Hauser,1975,
6640,Ed Stoppard,1974,
6661,Inga Landgré,1927,
6674,Julia Dietze,1981,
6677,Kyle MacLachlan,1959,
6681,Sherilyn Fenn,1965,
6692,Caroline Goodall,1959,
6696,Mark Ivanir,1968,
6714,Mädchen Amick,1970,
6719,Ray Wise,1947,
6721,Piper Laurie,1932,
6725,Russ Tamblyn,1934,
6726,Sheryl Lee,1967,
6730,Sacha Baron Cohen,1971,
6734,Ken Davitian,1953,
6751,Siobhan Fallon,1961,
6752,Željko Ivanek,1957,
6784,Jacques Herlin,1927,
6804,Graham Greene,1952,
6807,Sam Rockwell,1968,
6818,Werner Herzog,1942,
6832,Melissa Leo,1960,
6856,Kurt Russell,1951,
6858,Mike Vogel,1979,
6859,Mía Maestro,1978,
6860,Jimmy Bennett,1996,
6861,Andre Braugher,1962,
6862,Freddy Rodríguez,1975,
6863,Kevin Dillon,1965,
6864,Kirk B.R. Woller,1962,
6885,Charlize Theron,1975,
6886,Christina Ricci,1980,
6905,Bruce Dern,1936,
6906,Lee Tergesen,1965,
6908,Marc Macaulay,1957,
6913,Ellen Barkin,1954,
6916,Peter Jason,1944,
6941,Cameron Diaz,1972,
6944,Octavia Spencer,1972,
6949,John Malkovich,1953,
6951,W. Earl Brown,1963,
6952,Charlie Sheen,1965,
6968,Hugh Jackman,1968,
6972,Ian McShane,1942,
6979,Romola Garai,1982,
7002,Luke Kirby,1978,
7004,Paul Sorvino,1939,
7013,Mark Camacho,1964,
7026,Rhys Ifans,1968,
7028,Dylan Moran,1971,
7031,Julian Rhind-Tutt,1968,
7039,Bruce Ramsay,1966,
7053,Gregor Fisher,1953,
7055,Sienna Guillory,1975,
7056,Emma Thompson,1959,
7058,Kris Marshall,1973,
7059,Heike Makatsch,1971,
7060,Martin Freeman,1971,
7062,Andrew Lincoln,1973,
7073,Michael Berryman,1948,
7090,Kelsey Grammer,1955,
7107,Daniel Olbrychski,1945,
7132,Vincent D'Onofrio,1959,
7133,Max Casella,1967,
7137,Juliet Landau,1965,
7161,Eva Löbau,1972,
7166,Kevin Pollak,1957,
