movieId,title,avgVote,releaseYear,genres,plot
23759,Centurion,5.600000,2010,Action:Drama:Thriller,"In ancient Britain, a Roman soldier must navigate treacherous landscapes and fierce enemies after his legion is ambushed, fighting for survival while unraveling the mystery of betrayal within his ranks."
23830,Last Night,6.200000,2010,Drama:Romance,"On the verge of a life-changing decision, a couple grapples with their past and future as they confront their emotions and the complexities of love during a pivotal night together."
24021,The Twilight Saga: Eclipse,5.600000,2010,Adventure:Drama:Fantasy:Romance,"In a battle against a powerful new vampire army, a young woman must choose between the love of her brooding vampire boyfriend and her loyal werewolf friend, all while navigating the complexities of her own heart and the dangers that threaten their world."
24428,The Avengers,7.100000,2012,Action:Adventure:Science Fiction,"Amidst a global threat, a diverse team of superheroes must unite their unique powers and skills to save humanity from impending doom."
25195,Leap Year,6.400000,2010,Comedy:Romance,"In a bid to propose to her boyfriend on Leap Day, a determined woman travels to Ireland, only to encounter a charming local man who challenges her plans and unexpectedly leads her to reconsider her true desires."
26022,My Name Is Khan,7.600000,2010,Drama:Romance,"In the wake of personal tragedy and societal prejudice, a man with a unique condition embarks on a journey across America to seek acceptance and prove that his name does not define him."
26214,The American Matrix - Age Of Deception,4.000000,2010,Documentary,"Exploring the intricate web of information manipulation, this documentary delves into the struggles between truth and deception in modern society, revealing how narratives shape public perception and power dynamics."
26224,Global Eugenics: Using Medicine to Kill,3.500000,2010,Documentary,"Exploring the dark intersections of science and ethics, this documentary delves into the controversial history and implications of eugenics practices, revealing the chilling ways medicine has been used to manipulate human genetics with devastating consequences."
26388,Buried,6.300000,2010,Drama:Mystery:Thriller,"In a gripping tale of survival, a man awakens buried alive in a coffin with only a phone and a lighter, racing against time to escape as he unravels the chilling mystery behind his abduction."
26389,From Paris with Love,6.200000,2010,Action:Crime:Thriller,"In a race against time, a young American security official in Paris teams up with a reckless spy to dismantle a dangerous terrorist plot, navigating the city's criminal underbelly and facing treachery at every turn."
27004,Ca$h,6.100000,2010,Action:Adventure:Thriller:Indie,"In a high-stakes game of greed and survival, a desperate man discovers a hidden cache of cash that thrusts him into a deadly confrontation with ruthless criminals who will stop at nothing to reclaim what is theirs."
27022,The Sorcerer's Apprentice,5.900000,2010,Action:Adventure:Comedy:Drama:Fantasy,"A young man discovers his magical destiny as an apprentice to a legendary sorcerer, embarking on a thrilling adventure filled with humor and drama as he battles dark forces to save the world."
27205,Inception,7.500000,2010,Action:Adventure:Mystery:Science Fiction:Thriller,"A skilled thief, adept at entering the dreams of others, is given a final chance at redemption by planting an idea in a billionaire's mind, leading to a mind-bending journey through layers of subconscious realities."
27569,Extraordinary Measures,7.200000,2010,Drama,"In this heartfelt drama, a father embarks on a relentless quest to find a cure for his children’s rare genetic disorder, defying the odds and inspired by hope and determination."
27573,The Bounty Hunter,5.500000,2010,Action,"A hardened bounty hunter is forced to confront his tumultuous past when he is assigned to capture his ex-wife, leading to a chaotic chase filled with unexpected twists and a rekindling of their complicated relationship."
27576,Salt,6.200000,2010,Action:Crime:Mystery:Thriller,"A CIA officer is on the run after being accused of being a Russian spy, leading her to uncover a deep conspiracy while she fights to prove her innocence and protect her loved ones."
27578,The Expendables,5.900000,2010,Action:Thriller,"A group of elite mercenaries embarks on a dangerous mission to overthrow a ruthless dictator, facing off against merciless enemies and uncovering deep-seated betrayals along the way."
27579,The American,5.700000,2010,Crime:Drama:Suspense:Thriller,A skilled assassin on the brink of retirement finds himself entangled in a web of deception and danger as he attempts to craft the perfect weapon while evading the watchful eyes of his enemies.
27581,The Other Guys,5.900000,2010,Action:Comedy:Crime,"In a world where the city's most glamorous detectives steal the spotlight, two mismatched and overlooked desk officers hilariously stumble upon a massive conspiracy that could save the day—and their careers—if their bumbling antics don’t get in the way first."
27582,The Mechanic,6.300000,2011,Action:Crime:Thriller,"A skilled hitman takes on an apprentice to pass on his lethal expertise, but their complicated mentor-mentee relationship spirals into a dangerous game of loyalty and betrayal."
27583,Greenberg,5.800000,2010,Comedy:Drama:Romance,"In this introspective dramedy, a frustrated New Yorker returns to his hometown to house-sit for his successful brother, where he navigates relationships and finds himself amidst the chaos of his own emotional struggles."
27585,Rabbit Hole,7.100000,2010,Drama,"After the tragic loss of their young son, a couple navigates the complex emotions of grief and healing, discovering unexpected paths toward hope and renewal amidst their heartache."
27586,The Runaways,6.200000,2010,Drama:Music:Indie,"In a tumultuous journey through the music scene of the 1970s, a group of young female rockers battles personal struggles and societal expectations while striving for fame and self-discovery."
29427,The Crazies,6.500000,2010,Action:Horror:Mystery,"In a small town engulfed by chaos, a mysterious toxin turns the residents into violent, deranged versions of themselves, forcing a handful of survivors to uncover the dark secrets behind the outbreak while fighting for their lives."
29564,Smokin' Aces 2: Assassins' Ball,5.800000,2010,Action:Adventure:Comedy:Crime:Thriller,"In a chaotic showdown of rival hitmen and cunning lawmen, an unsuspecting magician finds himself at the center of a deadly game where everyone is a target and alliances shift like smoke in a high-stakes night of betrayal and laughter."
29920,Easy Money,7.300000,2010,Crime:Drama:Thriller,"A desperate father's quest for financial security leads him down a treacherous path of crime and deceit, forcing him to confront the moral consequences of his choices as the stakes rise dangerously high."
30061,Justice League: Crisis on Two Earths,6.800000,2010,Action:Adventure:Animation,"In a battle against an evil counterpart of the Justice League from a parallel universe, the heroes must unite to prevent a catastrophic conflict that could threaten all realities."
30618,Bunraku,6.000000,2010,Action:Drama:Thriller,"In a stylized, post-apocalyptic world, a lone drifter teams up with a skilled samurai and a mysterious woman to take down a ruthless gang leader, unraveling dark secrets and confronting their own pasts in the process."
30675,Planet Hulk,6.300000,2010,Action:Animation:Science Fiction,"After being exiled from Earth, the Hulk must battle for survival on a distant planet, where he rises to become a champion in a brutal gladiatorial arena while striving to find a way back home."
31007,Welcome to the Rileys,7.200000,2010,Drama:Indie,"A grieving couple finds unexpected hope and healing when they form a deep bond with a troubled young woman who enters their lives, leading them to confront their own unresolved pain and rediscover the meaning of family."
31261,Halo Legends,7.500000,2010,Action:Adventure:Animation:Science Fiction,"In a visually stunning animated anthology, legendary heroes from the expansive universe of interstellar warfare take on formidable foes and explore the complex lore of humanity's fight for survival against alien threats."
31867,Repo Men,6.300000,2010,Action:Crime:Science Fiction:Thriller,"In a dystopian future where artificial organs are financed through high-interest loans, two repo men find themselves on the run after one of them suffers a heart failure and becomes the target of his former colleagues sent to reclaim their property."
31967,Dante's Inferno: An Animated Epic,5.800000,2010,Action:Animation:Science Fiction:Thriller,"In a dark and visually stunning animated journey, a heroic figure navigates the treacherous realms of the underworld, battling fierce demons and confronting his deepest fears to rescue a lost soul and seek redemption."
32657,Percy Jackson & the Olympians: The Lightning Thief,6.000000,2010,Adventure:Fantasy:Family,"A young demigod embarks on an epic quest across the country to retrieve Zeus's stolen lightning bolt, discovering his true identity and the power of friendship along the way."
32823,Get Him to the Greek,5.900000,2010,Comedy,"A struggling record company intern must navigate the chaotic world of rock 'n' roll as he attempts to transport an outrageous and unpredictable rock star to a concert in Los Angeles, resulting in a wild and hilarious adventure."
32856,Valentine's Day,5.400000,2010,Comedy:Romance,"On a single day in Los Angeles, a diverse group of couples and singles navigate the ups and downs of love, heartbreak, and friendship, all while experiencing the chaos and joy that comes with Valentine's Day."
33107,And Soon the Darkness,5.600000,2010,Crime:Horror:Mystery:Thriller,"A group of friends on a cycling trip in a remote countryside find themselves hunted by a mysterious figure, forcing them to confront their deepest fears and unravel the dark secrets hidden within their own relationships."
33217,Diary of a Wimpy Kid,5.900000,2010,Comedy:Family,"In this lighthearted comedy, a middle schooler navigates the challenges of growing up, friendship, and the trials of being an awkward young boy, all while documenting his humorous misadventures in a diary."
33555,Sherlock Holmes,5.800000,2010,Action:Drama:Fantasy:Horror:Mystery:Thriller,"In a bustling Victorian London, a brilliant detective and his loyal partner race against time to unravel a series of supernatural murders that threaten to plunge the city into chaos and unveil a sinister conspiracy lurking in the shadows."
33602,Temple Grandin,6.800000,2010,Drama,"In a groundbreaking depiction of her life, an autistic woman transforms the livestock industry with her innovative animal handling techniques, overcoming societal challenges and prejudices along the way."
33909,Wall Street: Money Never Sleeps,5.500000,2010,Crime:Drama,"In a high-stakes world of finance, a disgraced investor seeks redemption and a chance to reconnect with his estranged daughter while navigating the treacherous landscape of Wall Street amidst a financial crisis."
34016,She's Out of My League,6.100000,2010,Comedy:Romance,"A lovable but insecure airport security agent navigates the ups and downs of romance when he unexpectedly wins the heart of a stunning and successful woman, leading to comedic misadventures that challenge his self-worth and their unlikely connection."
34179,14 Blades,6.500000,2010,Action:Drama:Thriller,"In a treacherous world of political intrigue and betrayal, a skilled imperial guard must use his formidable martial arts abilities and cunning to reclaim stolen secrets and protect the kingdom from a looming threat."
34182,Confucius,5.600000,2010,Drama:History,"In ancient China, a brilliant philosopher navigates the tumultuous political landscape while imparting timeless wisdom and ethical teachings that aim to transform society."
34335,Nine Dead,6.100000,2010,Crime:Drama:Horror:Suspense:Thriller,"In a chilling game of survival, nine strangers awaken in a mysterious location, forced to confront their dark pasts as they become entangled in a deadly scheme orchestrated by an unseen predator."
34803,Death at a Funeral,6.100000,2010,Comedy,"As a family gathers to mourn their father's passing, a series of outrageous misadventures and unexpected revelations unfold, turning the somber occasion into a chaotic and hilarious spectacle."
